,ID,Title,Summary,Accession,Date,Relevance,RelevanceConfidence,Justification
49,200269782,Defective N-Glycosylation of IL6 Induces Metastasis and Tyrosine Kinase Inhibitor Resistance in Lung Cancer,"The biological consequences of various IL-6 glycoforms are unknown. To uncover the function of N-glycosylation of IL-6 in lung cancer, we compare the gene expression profiles in NSCLC cells induced by conditioned medium containing IL-6 with complete N-glycosylation (NG-IL6) or defective N-glycosylation (deNG-IL6).",GSE269782,2024/07/16,Relevant,3/3,"This dataset directly investigates the role of IL-6 in lung cancer metastasis and treatment resistance, which is highly relevant to immunotherapy and lung cancer research.; This dataset investigates the role of IL-6 glycosylation in lung cancer, which could provide insights into tumor biology and potential targets for immunotherapy.; This study examines the role of IL-6 and its glycosylation in lung cancer, which can be crucial for understanding immune responses and resistance in lung cancer therapy."
50,200223214,Phosphorylation of SIK1 by Akt1 activates STAT3 signal pathway in breast cancer cell.,"As a member of AMPK-related kinases, salt-inducible kinase 1 (SIK1) regulates energy response-related physiopathological processes, such as gluconeogenesis and lipid metabolism. More recently, instead of AMPK, SIK1 has been strikingly defined as a major player for tumor suppressor liver kinase 1 (LKB1) deficient NSCLC. However, the exact roles and upstream regulators of SIK1 in breast cancer are not well defined.We found that Akt1 can directly phosphorylate SIK1 and inhibit the kinase activity of SIK1, promoting the progress of breast cancer. To investigate the mechanism of Akt1 phosphorylated SIK1 promoting the progression of breast cancer, we constructed a stable expression of SIK1 WT and S435D in BT549, and then performed gene expression profiling analysis.",GSE223214,2024/07/01,Not Relevant,3/3,"This dataset is centered around breast cancer and the role of SIK1, which does not relate nor contribute to the understanding of lung cancer immunotherapy. It is not relevant to the query.; This dataset is about the phosphorylation of SIK1 in breast cancer and does not pertain to lung cancer or its immunotherapy.; This dataset is focused on breast cancer and phosphorylation pathways, which do not directly relate to lung cancer immunotherapy."
51,200244682,Digital transformation of herbal medicine: Conversion to biological entity data using tonifying herbal medicine-induced transcriptome sequencing_A549_batchA,"This study aimed to identify transcript expression induced by tonifying herbal medicines (THM) and modes of action (MOA) of THM in A549 cell line. For the production of THM-induced transcripts, tonifying herbal medicines water extract (THW) and tonifying herbal medicines ethanol extract (THE) were used.",GSE244682,2024/06/21,Relevant,3/3,"Similar to another dataset focused on A549 cells, this study on herbal medicine-induced gene expression in lung cancer could provide insights related to immunotherapy approaches. It is relevant to the query.; Similar to another dataset, this one also examines the effects of herbal medicine on the A549 lung cancer cell line, which is relevant for potential immunotherapy strategies.; Similar to the other A549 datasets, this study explores the effects of tonifying herbal medicines on lung cancer cells, contributing to understanding potential immunotherapeutic approaches."
52,200243202,Title: An IL-23-STAT4 Axis Regulates Classical Dendritic Cell Expansion and Function in Experimental Autoimmune Encephalomyelitis,"The signal transducer and activator of transcription 4 (STAT4) promotes protective immunity and autoimmunity downstream of pro-inflammatory cytokines including IL-12 and IL-23. In experimental autoimmune encephalomyelitis (EAE), an animal model of multiple sclerosis (MS), Stat4-/- mice are resistant to the development of inflammation and paralysis. Here, we examined cell-type requirements and found that in addition to T cells, STAT4 is required in dendritic cells for development of EAE. Deficiency of STAT4 in CD11c-expressing cells resulted in decreased T cell priming and inflammation in the CNS. EAE susceptibility was recovered following adoptive transfer of wild type bone marrow-derived DC to mice with STAT4-deficient DCs, but not adoptive transfer of STAT4- or IL-23R-deficient DCs. Single cell RNA-seq identified STAT4-dependent genes in DC subsets that paralleled a signature in MS patient DCs. Together, these data define a novel IL-23/DC/STAT4 pathway in DCs that could be a key to novel therapeutic targets in MS.",GSE243202,2024/07/17,Not Relevant,3/3,"This dataset is about dendritic cell biology in the context of autoimmune diseases and does not address lung cancer or its treatment. It is not relevant to the query.; This dataset is focused on autoimmune encephalomyelitis and does not address lung cancer or immunotherapy.; This dataset pertains to autoimmune diseases and dendritic cell functionality, which is not directly related to lung cancer immunotherapy."
53,200197595,In vivo CRISPR screens identify dual function of MEN1 in regulating tumor-microenvironment interactions,"Functional genomic screen in 2D cell culture is limited in identifying therapeutic targets that modulates tumor-microenvironment interaction. Through comparison of targeted CRISPR-Cas9 screens in 2D cell culture and cell line derived xenografts of lung cancer A549, we identified MEN1 as the top hit that confers differential essentialities in vitro and in vivo. Knockout of MEN1 in multiple solid cancer types does not impact cell proliferation in vitro, but significantly promotes and inhibits tumor growth in immunodeficient and immunocompetent mice, respectively. Mechanistically, knockout of MEN1 leads to redistribution of its interaction partner MLL1, a histone methyltransferase, to repetitive genomic regions that produce double stranded RNA. This resulted in MARV and cGAS-STING dependent activation of viral mimicry response, which induces tumor promoting neutrophil and tumor suppressing CD8+ T cell infiltrations in immunodeficient and immunocompetent mice, respectively. Consistently, multiple immune cell infiltrations are negatively correlated with MEN1 abundance and positively correlated with that of MLL1 in patient tumors of a broad range of cancer types. Pharmacological inhibition of MEN1-MLL1 interaction reduces tumor growth in CD8+ T cell dependent manner, and synergizes with anti-PD-L1 treatment. These findings reveal tumor microenvironment dependent oncogenic and tumor suppressive function of MEN1 and provide rationale for therapeutic targeting of MEN1 alone or in combination with immunotherapy in multiple solid cancer types.",GSE197595,2024/06/30,Relevant,3/3,"This dataset discusses the role of MEN1 in lung cancer and its interaction with the immune system, highlighting potential therapeutic strategies including immunotherapy. It is relevant to the query.; This dataset involves CRISPR screens in a lung cancer model, relevant for understanding tumor-microenvironment interactions and potential immunotherapeutic targets.; This dataset investigates tumor-microenvironment interactions in lung cancer, which is crucial for understanding how immunotherapy can be tailored for better effectiveness."
54,200244684,Digital transformation of herbal medicine: Conversion to biological entity data using tonifying herbal medicine-induced transcriptome sequencing_A549_batchC,"This study aimed to identify transcript expression induced by tonifying herbal medicines (THM) and modes of action (MOA) of THM in A549 cell line. For the production of THM-induced transcripts, tonifying herbal medicines water extract (THW) and tonifying herbal medicines ethanol extract (THE) were used.",GSE244684,2024/06/21,Relevant,3/3,"Another study focusing on the A549 cell line and gene expression following treatment with herbal medicines, potentially linking to immunotherapy approaches in lung cancer. It is relevant.; This dataset also investigates A549 lung cancer cells and herbal medicine, which is relevant to exploring complementary immunotherapy strategies.; This is another study using A549 lung cancer cells to investigate herbal medicine impacts, contributing to potential immunotherapy strategies."
55,200255068,Tumor cells impair immunological synapse formation via central nervous system-enriched metabolite,"As a hallmark of cancer, altered metabolisms induce the suppression of anti-tumor immunity, contributing to immunotherapy resistance. Tumor metabolic reprogramming decreases immune effector cell infiltration, inhibits antigen priming and arrests expansion of effector cells. Therefore, we analyzed metabolism-related gene expression of tumors on a single-cell level using 3 tumor samples from breast cancer patients. We demonstrated that tumor cells with high metabolism-related expression evade immune surveillance.",GSE255068,2024/07/08,Not Relevant,2/3,"This dataset discusses tumor metabolism and immunity in breast cancer, which does not specifically relate to lung cancer or its immunotherapy strategies. Thus, it is not relevant.; This dataset discusses how tumor cells can affect anti-tumor immunity, providing insights relevant to lung cancer immunotherapy.; This dataset discusses immune evasion mechanisms in breast cancer, which is not relevant to lung cancer immunotherapy."
56,200268533,Synthetic lethal CRISPR screen identifies a cancer cell-intrinsic role of PD-L1 in regulation of vulnerability to ferroptosis [CRISPR screening],"Despite the remarkable success of programmed death 1/PD-L1 inhibition in tumor therapy, only a minority of patients benefits from it. Previous studies suggest the anti-PD-1 treatment failure may attribute to the intrinsic functions of PD-L1 in cancer cells. Here, we established a genome-wide CRISPR synthetic lethality screen to systematic explore the PD-L1 intrinsic function in head and neck squamous cell carcinoma (HNSCC) cells. Ferroptosis related genes were identified to be essential for PD-L1 deficient cell viability. Genetic and pharmacological induction of ferroptosis accelerated cell death in PD-L1 knockout cells. PD-L1 knockout cells were also highly susceptible to immunogenic ferroptosis in vitro and in vivo. Mechanistically, nuclear PD-L1 transcriptionally activated SOD2 expression to maintain redox homeostasis. Importantly, the lower ROS and ferroptosis were observed in HNSCC patients with the higher expression of PD-L1. In summary, our study illustrates that PD-L1 confers ferroptosis resistance by activating SOD2-meidated redox homeostasis in HNSCC cells, indicating an enhanced therapeutic effect can be achieved by targeting the intrinsic PD-L1 function during immunotherapy.",GSE268533,2024/07/08,Not Relevant,2/3,"This study explores PD-L1's role in head and neck squamous cell carcinoma, which does not contribute to the understanding of lung cancer immunotherapies. It is not relevant to the query.; This dataset explores the role of PD-L1 in cancer cells, directly linking it to immunotherapy strategies which are applicable to lung cancer.; The focus is on PD-L1 functions in head and neck cancer rather than lung cancer, making it less relevant to the lung cancer immunotherapy query."
57,200261186,Serial Changes of Circulating Tumor Cells in Patients with Hepatocellular Carcinoma Treated with Atezolizumab Plus Bevacizumab,"Background and aims: Immune checkpoint inhibitors have promising outcomes in patients with hepatocellular carcinoma (HCC); however, there is no reliable biomarker for predicting disease progression. Circulating tumor cells (CTCs) derived from peripheral blood have attracted attention in monitoring therapeutic efficacy. In this study, CTCs were serially collected from patients with HCC undergoing atezolizumab plus bevacizumab (Atezo+Bev) treatment, and changes in molecular expression and CTC numbers were analyzed to identify effective biomarkers. Approach and results: The peripheral blood samples were collected serially from 22 patients with HCC treated with Atezo+Bev, and CTCs were enriched using RosetteSep. The CD45(-)PanCK(+) cell counts were measured using flow cytometry. RNA extracted from enriched CTCs underwent targeted RNA sequencing with next-generation sequencing (NGS) and performed unsupervised hierarchical clustering analysis. Changes in CTC numbers during Atezo+Bev treatment reflected the tumor volume. NGS analysis revealed that patients with elevated transforming growth factor (TGF)-β signaling molecules had a poorer response, whereas those with elevated apoptosis signaling molecules had a favorable response (p < 0.05). In addition, compared with changes in CTC counts, changes in TGF-β signaling molecule expression in CTCs accurately and promptly predicted treatment response. Conclusions: NGS analysis of CTC-derived RNA showed that changes in TGF-β signaling molecules predict treatment response earlier than changes in CTC counts. These findings suggest that changes in the expression of TGF-β molecules in CTCs could serve as novel biomarkers for the early prediction of therapeutic response in patients with unresectable HCC undergoing Atezo+Bev therapy.",GSE261186,2024/07/17,Not Relevant,3/3,"This dataset pertains to hepatocellular carcinoma and discusses circulating tumor cells, which does not relate to lung cancer or its immunotherapy. It is not relevant.; This dataset focuses on hepatocellular carcinoma and checkpoint inhibitors, which does not directly relate to lung cancer.; This dataset addresses hepatocellular carcinoma and its response to immunotherapy, which does not align with lung cancer research."
58,200268048,The effect of exposure to neighborhood violence on GR signaling in lung tumors [CUT&Run],"Despite lower rates and intensity of smoking, Black men experience a higher incidence of lung cancer compared to White men. The racial disparity in lung cancer is particularly pronounced in Chicago, a highly segregated urban city. Neighborhood conditions, particularly social stress, may play a role in lung tumorigenesis. Preliminary studies indicate that Black men residing in neighborhoods with higher rates of violent crime have significantly higher levels of hair cortisol, an indicator of stress response. To examine the relationship between social stress exposure and gene expression in lung tumors, we investigated glucocorticoid receptor (GR) binding in lung tumor samples in relation to GR target gene expression levels and zip code level residential neighborhood violence. Spatial transcriptomics and a version of ChIP-sequencing known as CUT & RUN were used. GR recruitment to chromatin was correlated with neighborhood violent crime rate and overall GR binding increased with increasing neighborhood violent crime rates. Among patients residing in high-violence neighborhoods, tumor samples, compared to normal neighboring lung tissue, had fewer GR binding sites. The opposite was seen in patients residing in low-violence neighborhoods, with tumor samples having more GR binding sites when compared to normal lung tissue. Tumor samples from patients living in high-violence neighborhoods exhibited increased GR recruitment to genes associated with greater tumor aggressiveness. Our findings suggest that exposure to neighborhood violence may influence tumor biology via reprogramming GR recruitment. Prioritizing lung cancer screening in neighborhoods with increased social stress, such as high violence, may reduce racial disparities in lung cancer.",GSE268048,2024/07/10,Relevant,3/3,"This dataset examines the impact of social stress on lung tumors and gene expression, highlighting factors that may influence lung cancer progression and treatment. It is relevant to the query.; This dataset examines the impact of neighborhood violence on lung tumors, linking social stress to tumor biology, which may inform immunotherapy approaches.; This study links neighborhood violence to lung cancer biology, highlighting psychosocial factors that could affect treatment responses, including immunotherapies."
59,200233096,STAT3 inhibition permits epigenetic reprogramming and TLR9/IRF8-driven differentiation of inv(16) acute myeloid leukemia [RNASEQ_AML_DECSCR],"Cultured acute myeloid leukemia (AML) blasts can differentiate into antigen-presenting cells but achieving leukemic cell immunogenicity proved challenging in clinical setting. Despite expressing multiple immunostimulatory receptors, such as Toll-like Receptor 9 (TLR9), AML cells resist immunostimulation. We previously demonstrated that eliminating Signal Transducer and Activator of Transcription 1 and 3 (STAT1/3) signaling in AML cells using decoy DNA strategy (CpG-STAT3dODN) synergized with TLR9 stimulation and resulted in T cell-mediated leukemia regression. Here, we interrogated the molecular underpinnings of CpG-STAT3dODN-driven differentiation and immunogenicity of mouse Cbfb/MYH11/Mpl AML. The transcriptional profiling of AML cells isolated from mice after inducible Stat3 silencing plus TLR9 stimulation or CpG-STAT3dODN treatment, revealed comparable upregulation of genes related to myeloid cell differentiation (Irf8, Cebpa) and immune stimulation (Gadd45a, Ciita, Il12a, Ifng) but decreased expression of leukemia-promoting Runx1 and Run1t1. The conditional Irf8 silencing in AML cells almost completely abrogated TLR9-driven leukemia cell differentiation. The AML cell reprogramming by CpG-STAT3dODN was likely regulated epigenetically as revealed by reduced global promoter hypomethylation of crucial myeloid cell differentiation and immune activation genes. These changes were associated with reduced expression of known STAT3 targets, DNMT1 and DNMT3a/b. Finally, we provide initial evidence of anti-leukemic effects of CpG-STAT3 inhibitor against human AML model in humanized mice. Our studies suggest that, beyond oncogenic functions, STAT3 in AML cells may be a primary checkpoint in control of immune-stimulatory and differentiation driving effects. These findings support further development of CpG-STAT3 inhibitors as a new bi-functional agents for AML immunotherapy.",GSE233096,2024/07/23,Not Relevant,3/3,"While this dataset discusses leukemia and T cell differentiation, it does not pertain to lung cancer or immunotherapy. It does not align with the query.; This dataset focuses on acute myeloid leukemia and does not provide relevant insights for lung cancer immunotherapy.; This dataset focuses on acute myeloid leukemia and its immunogenicity, which is unrelated to lung cancer."
60,200235675,Systematic investigation of mitochondrial transfer between cancer and T cells at single-cell levels,"Mitochondrion (MT) as the energy-producing organelle participates in most metabolic activities of mammalian cells. Unidirectional mitochondrial transfer from T cells to cancer cells was recently observed “metabolically empowering” cancer cells while “depleting immune cells”, providing new insights into Tumor-T cell interaction and immune evasion. Here, we leveraged the increasingly adopted single-cell RNA-seq technology and introduced MERCI, a statistical deconvolution method for tracing and quantifying the process of mitochondrial trafficking between cancer and T cells. MERCI was benchmarked using data generated from a coculture system of MT-labeled cancer and T cells to accurately predict the recipient cells and their mitochondrial compositions. We independently demonstrated the cellular MT transfer signals and validated the MERCI performance by additionally generating a gold-standard mtscATAC-seq dataset. Application of MERCI to single cell human cancer samples identified a novel MT transfer phenotype and its signature genes involved in cytoskeleton remodeling, energy production and TNFα signaling pathways. Application of MERCI to ovarian cancer spatial transcriptomes revealed the prevalence of MT transfer in the tumor tissue of high T cell infiltration, which is elevated in the endothelium-rich regions. Finally, MT transfer is associated with high cell cycle activity and poor clinical outcome in our pan-cancer analysis through MERCI. In summary, MERCI enabled systematic investigation of a novel aspect of Tumor-T cell interaction and revealed MT-transfer related genes and pathways that may lead to new therapeutic opportunities.",GSE235675,2024/06/21,Not Relevant,3/3,"This dataset focuses on mitochondrial transfer between cancer and T cells without specific emphasis on lung cancer or immunotherapies related to lung cancer. While it provides insights into tumor-immune interactions, it does not directly relate to lung cancer immunotherapy exploration.; This dataset focuses on mitochondrial transfer between cancer and T cells, primarily in the context of ovarian cancer. While it provides insights into immune evasion, it does not specifically relate to lung cancer or immunotherapies targeting lung cancer.; This dataset focuses on mitochondrial transfer between T cells and cancer cells, which does not directly relate to immunotherapies for lung cancer. While it provides insights into tumor-immune interactions, it does not explore specific immunotherapy applications or lung cancer treatment."
61,200270740,Ceramide metabolism alterations contribute to Tumor Necrosis Factor-induced melanoma dedifferentiation and predict resistance to immune checkpoint inhibitors in advanced melanoma patients [A375],"Introduction: Advanced cutaneous melanoma is a skin cancer characterized by a poor prognosis and high metastatic potential. During metastatic spread, melanoma cells often undergo dedifferentiation toward an invasive phenotype, resulting in reduced expression of microphthalmia-associated transcription factor (MITF)-dependent melanoma antigens and facilitating immune escape. Tumor Necrosis Factor (TNF) is known to be a key factor in melanoma dedifferentiation. Interestingly, accumulating evidence suggests that TNF may play a role in melanoma progression and resistance to immunotherapies. Additionally, TNF has been identified as a potent regulator of sphingolipid (SL) metabolism, which could contribute to melanoma aggressiveness and the process of melanoma dedifferentiation. Methods: We conducted RNA sequencing and mass spectrometry analyses to investigate TNF-induced dedifferentiation in two melanoma cell lines. In vitro experiments were performed to manipulate sphingolipid metabolism using genetic or pharmacologic alterations in combination with TNF treatment, aiming to elucidate the potential involvement of this metabolism in TNF-induced dedifferentiation. Lastly, to evaluate the clinical significance of our findings, we performed unsupervised analysis of plasma sphingolipid levels in 48 patients receiving treatment with immune checkpoint inhibitors, either alone or in combination with anti-TNF therapy. Results: Herein, we demonstrate that TNF-induced melanoma cell dedifferentiation is associated with a global modulation of sphingolipid metabolism. Specifically, TNF decreases the expression and activity of acid ceramidase (AC), encoded by the ASAH1 gene, while increasing the expression of glucosylceramide synthase (GCS), encoded by the UGCG gene. Remarkably, knockdown of AC alone via RNA interference is enough to induce melanoma cell dedifferentiation. Furthermore, treatment with Eliglustat, a GCS inhibitor, inhibits TNF-induced melanoma cell dedifferentiation. Lastly, analysis of plasma samples from patients treated with immune checkpoint inhibitors, with or without anti-TNF therapy, revealed significant predictive sphingolipids. Notably, the top 8 predictive sphingolipids, including glycosphingolipids, were associated with a poor response to immunotherapy. Discussion: Our study highlights that ceramide metabolism alterations are causally involved in TNF-induced melanoma cell dedifferentiation and suggests that the evolution of specific ceramide metabolites in plasma may be considered as predictive biomarkers of resistance to immunotherapy.",GSE270740,2024/07/24,Not Relevant,3/3,"This dataset investigates ceramide metabolism in melanoma and its implications for immune checkpoint inhibitors, which is not directly applicable to lung cancer immunotherapies. Therefore, it lacks relevance to the specified query.; This dataset discusses melanoma dedifferentiation and resistance to immune checkpoint inhibitors, which is relevant to melanoma but does not address immunotherapies specifically for lung cancer.; This dataset investigates melanoma dedifferentiation and resistance to immune checkpoint inhibitors, which is specific to melanoma and not directly applicable to lung cancer immunotherapies. Although it touches on immune checkpoint inhibitors, it does not relate to lung cancer specifically."
62,200272770,LSD1 inhibition improves efficacy of adoptive T cell therapy by enhancing CD8+ T cell responsiveness,"The lysine-specific histonedemethylase1A(LSD1) has been described to play a role in antitumor immunity; however, the role of LSD1 in shaping CD8+ T cell (CTL) differentiation and function is not understood. Here, we showed that pharmacological inhibition of LSD1 (LSD1i) in CTL elicited phenotypic and functional alterations of the CTL that led to robust antitumor immunity in the context of adoptive T cell therapy (ACT). In addition, the combination of anti-PDL1 therapy with LSD1i-based ACT resulted in a complete tumor eradication and long-lasting tumor-free survival. This study demonstrated that LSD1i together with anti-PDL1 therapy complement each other’s deficiencies and produce a better tumor response in a melanoma model, in which both immune and epigenetic therapy alone have shown limited efficacy. Collectively, these results set the translational potential of modulating LSD1 to improve antitumoral responses generated by ACT and anti-PDL1 therapy, which provide a strong rationale for a combination trial of LSD1i and immunotherapy.",GSE272770,2024/07/23,Not Relevant,3/3,"The dataset discusses LSD1 inhibition in melanoma, which does not directly relate to lung cancer or immunotherapies for lung cancer. Its focus is more on melanoma than lung cancer.; This study investigates LSD1 inhibition in the context of T cell therapy, primarily in melanoma. It does not focus on lung cancer immunotherapies.; This research examines LSD1 inhibition's effects on T cell therapy efficacy in melanoma and does not focus on lung cancer. The findings may have implications for immunotherapy but are not specific to lung cancer treatments."
63,200239389,Prolyl hydroxylase domain enzyme PHD2 inhibits proliferation and metabolism in non–small cell lung cancer cells in HIF-dependent and HIF-independent manner,"Prolyl hydroxylase domain protein 2 (PHD2) is one of the intracellular oxygen sensors that mediates proteasomal degradation of hypoxia-inducible factor (HIF)-α via hydroxylation under normoxia. Because of its canonical function in the hypoxia signaling pathway, PHD2 is generally regarded as a tumor suppressor. However, the effects of PHD2 in tumorigenesis are not entirely dependent on HIF-α. Based on the data obtained from The Cancer Genome Atlas (TCGA) database, we found that the expression of PHD2 is upregulated in non-small cell lung cancer (NSCLC), which accounts for approximately 80-85% of lung cancers, suggesting that PHD2 may play an important role in NSCLC. However, the function of PHD2 in NSCLC remains largely unknown. In this study, we established PHD2-deficient H1299 cells to investigate the function of PHD2 in NSCLC, and found that PHD2 suppressed cell proliferation and metabolism, but induced ROS levels in human NSCLC cells. Further results indicated that the function of PHD2 in NSCLC is dependent on its enzymatic activity and partially independent of HIF. Moreover, we performed RNA-seq and transcriptomics analysis to explore the underlying mechanisms, and identified some potential targets and pathways regulated by PHD2, apart from the canonical HIF-mediated hypoxia signaling pathway. These results provide some clues to uncover novel roles of PHD2 in lung cancer progression.",GSE239389,2024/07/17,Relevant,3/3,"This dataset examines the role of PHD2 in non-small cell lung cancer (NSCLC) and discusses potential mechanisms that could be relevant for therapeutic development in lung cancer, aligning with the exploration of immunotherapies.; This dataset examines the role of PHD2 in non-small cell lung cancer (NSCLC), highlighting its potential impact on tumorigenesis and treatment strategies, making it relevant for exploring immunotherapies for lung cancer.; This dataset investigates the role of PHD2 in non-small cell lung cancer (NSCLC), suggesting potential mechanisms that could be targeted in lung cancer therapies, making it relevant to immunotherapy exploration in lung cancer."
64,200271247,Sequential redox vulnerabilities with therapeutic potential during the acquisition of drug resistance in BRAFV600E lung adenocarcinoma,"The current targeted therapy for lung cancer patients harbouring BRAFV600E alterations consists of a dual blockade of RAF and MEK kinases often combining dabrafenib with trametinib (D/T). This regimen results in extended survival when compared to single agent treatments but, as with other targeted therapies, disease progression is unavoidable. There is limited information of how BRAFV600E-driven lung adenocarcinomas adapt to this targeted treatment and persist before clinical relapse is detected. At this point, a significant fraction of these resistant tumours display mutations in other members of the RAS-ERK pathway and counteract the inhibitors effect by reactivating oncogenic signalling. We demonstrate here that oxidative stress together with the concomitant induction of antioxidant responses is a prominent and early feature boosted by D/T treatment. However, the nature of the oxidative damage and the choice of redox detoxification systems elicited by cancer cells display substantial differences during the process leading to the onset of drug resistance. While persister cells suffer from lipid peroxidation and strongly rely on GPX4 to prevent ferroptosis-driven cell death, D/T resistant tumours harbouring NRAS secondary mutations enhance cystine transport to boost antioxidant responses. Accordingly, timely inhibition of these detox programs by GPX4 or HDAC inhibitors decrease resistant cell viability and extend therapeutic efficacy.",GSE271247,2024/07/02,Relevant,3/3,"The dataset focuses on drug resistance mechanisms in BRAFV600E lung adenocarcinoma and explores therapeutic implications, making it relevant to the study of lung cancer treatments, including immunotherapies.; This dataset describes the mechanisms of drug resistance in BRAFV600E lung adenocarcinoma, which is crucial for understanding treatment challenges and developing effective immunotherapies.; This dataset studies drug resistance in BRAFV600E lung adenocarcinoma and explores treatment strategies, which can be particularly relevant for understanding and improving lung cancer therapies, including immunotherapies."
65,200245807,HMGA1 causes a global shift in chromatin architecture linked to transcriptional changes [scRNA-Seq],"High Mobility Group A1 (HMGA1) is an architectural chromatin-binding protein that regulates gene expression in various biological contexts, including differentiation and cancer. While previous studies show that HMGA1 acts by binding specific gene promoters or by contributing to the enhanceosome, its global effect on transcription remains unclear. HMGA1 is also critical for the formation of senescence-associated heterochromatic foci (SAHF) in oncogene-induced senescence (OIS), a stable form of cell cycle arrest with a pro-inflammatory phenotype. This link between the two roles of HMGA1, gene regulation and chromatin organisation, has not been fully explained. Here, we used graph theory and data integration from high-throughput assays to investigate how HMGA1 binding impacts the chromatin interactions network. Our results demonstrate that HMGA1 profoundly remodels the global chromatin network during OIS and contributes to stronger compartmentalization. This remodelling goes beyond SAHF, leading to substantial gene repositioning and differential gene expression, highlighting a novel role for HMGA1 in altering chromatin environments. The HMGA1 effects of gene expression go beyond senescence and appear to be relevant in other contexts, such as lung cancer.",GSE245807,2024/07/08,Relevant,2/3,"This dataset discusses HMGA1's role in chromatin architecture changes related to lung cancer, which could influence tumor behavior and response to therapies, including immunotherapy.; This study implicates HMGA1 in chromatin architecture and gene expression in lung cancer, suggesting potential roles in tumor biology and immunotherapy.; This study focuses on chromatin architecture changes related to HMGA1 and does not specifically address immunotherapy or lung cancer treatment modalities. Its relevance is more general to cancer rather than lung cancer immunotherapy."
66,200244465,The Prostacyclin Receptor is a Nrf2-regulated Immune Checkpoint in CD8+ T cells,"Understanding how circulating metabolites enforce pathways in dysfunctional immune cells may illuminate modes of intervention directed at reviving immune function. The NRF2 pathway is the most widely documented cytoprotective axis in land-dwelling eukaryotes. However, the role of this pathway in CD8+ T cells—which seek and destroy tumors and pathogen infected cells—has yet to be elucidated. Our lab has conducted a RNAseq meta-analysis of CD8+ T cells upon tumor, viral and bacterial inoculation. Curiously, the NRF2 pathway was robustly upregulated in dysfunctional CD8+T cells. To further investigate the role of NRF2 in these contexts we developed a mouse model whereby the NRF2 axis is permanently hyperactivated in CD8+ T cells, hereafter referred to as NRF2Hi. Our in vivo data demonstrate that NRF2Hi CD8+ T cells offer little overall cytoprotection and poorly control tumors and pathogens versus wildtype (WT) control CD8+ T cells. To understand why upregulation of the NRF2 axis could be unfavorable to CD8+ T cell function we conducted RNAseq on NRF2Hi versus WT cells upon viral infection of mice. We found that NRF2Hi cells massively upregulate the prostacyclin receptor (PTGIR), which binds to prostacyclin—a circulating metabolite of arachidonic acid that has only been investigated in vasodilation and is seemingly benign to CD8+ T cells. To decipher the role of PTGIR in CD8+ T cells, we silenced its expression and observed a revival of CD8+ T cell function, significantly reducing tumor and pathogen burden. Collectively, our data illuminate a NRF2-regulated immune checkpoint, PTGIR. Interventions that suppress the interaction between PTGIR and prostacyclin may serve therapeutic benefit in clinical contexts such as cancer and chronic pathogen infections.",GSE244465,2024/07/17,Not Relevant,3/3,"While it discusses immunotherapy in the context of T cells, the focus is on CD8+ T cells and their dysfunction, which is not specific to lung cancer immunotherapy development.; This dataset focuses on the Nrf2 pathway in CD8+ T cells and its implications in broader immune contexts, but does not specifically target lung cancer or relevant immunotherapeutic approaches.; This dataset investigates the role of NRF2 in CD8+ T cells but does not specifically connect to lung cancer immunotherapies. Its focus is on T cell function rather than treatment implications for lung cancer."
67,200244685,Digital transformation of herbal medicine: Conversion to biological entity data using tonifying herbal medicine-induced transcriptome sequencing_A549_batchD,"This study aimed to identify transcript expression induced by tonifying herbal medicines (THM) and modes of action (MOA) of THM in A549 cell line. For the production of THM-induced transcripts, tonifying herbal medicines water extract (THW) and tonifying herbal medicines ethanol extract (THE) were used.",GSE244685,2024/06/21,Not Relevant,3/3,"This dataset concentrates on herbal medicine effects on the A549 cell line without a clear connection to immunotherapies for lung cancer.; This study involves herbal medicine and its effects on A549 cells, a lung cancer cell line, but does not directly address immunotherapy strategies.; This study on herbal medicine effects in A549 cells does not pertain directly to established immunotherapies for lung cancer. It focuses more on herbal medicine rather than conventional therapeutic approaches for lung cancer."
