,ID,Title,Summary,Species,Accession,Date,RelevanceScore,IndividualScore1,IndividualScore2,IndividualScore3,Justification1,Justification2,Justification3
442,200228924,Neutralizing IFNγ improves safety without compromising efficacy of CAR-T cell therapy in B-cell malignancies,This SuperSeries is composed of the SubSeries listed below.,Homo sapiens; Mus musculus,GSE228924,2023/05/04,2.7,4.0,2.0,2.0,"This dataset discusses CAR-T cell therapy in B-cell malignancies, which is related to immunotherapy. However, it does not specifically mention lung cancer, which is a critical aspect of the query. The relevance is moderate due to the immunotherapy context.","This dataset involves CAR-T cell therapy in B-cell malignancies, which is relevant to immunotherapy but does not specifically address lung cancer. The lack of direct relevance to lung cancer limits its applicability despite its focus on immunotherapy.","This dataset relates to CAR-T cell therapy in B-cell malignancies, which is relevant to immunotherapy but not specifically to lung cancer. The focus on B-cell malignancies means it has limited relevance to the query."
443,200241978,IFN -induced Immunosuppression in Lung Carcinoma is Mediated by an Environmental Chemical Receptor (AhR) through PD-L1 and IDO Control (cm167 bulk RNA),"While immunotherapy has shown efficacy in non-small cell lung cancer (NSCLC) patients, many respond only partially or not at all. One limitation in improving outcomes is the lack of a complete understanding of factors regulating immune checkpoint targets. Here, we sought to address a possible link between an environmental chemical receptor implicated in NSCLC and immune regulation, the aryl hydrocarbon receptor (AhR), and a known but counterintuitive mediator of immunosuppression, IFN , in regulation of two immune checkpoints, PD-L1 and the IDO1, in lung adenocarcinoma (LUAD). To this end we used AhR, PD-L1, and IFN R gene-edited LUAD cell lines, a syngeneic LUAD mouse model, bulk- and single cell-RNA sequencing of LUADs and tumor-infiltrating leukocytes, and existing human transcriptomic databases. The data demonstrate that: 1) the AhR regulates both PD-L1 and IDO1 in murine and human LUAD cells, 2) AhR-driven IDO1 results in production of Kyn which likely mediates an AhR→IDO1→Kyn→AhR amplification loop, 3) the previously characterized induction by IFN of PD-L1 and IDO is mediated by the AhR, 4) transplantation of LUAD cells in which the AhR is deleted results in long-term tumor immunity in approximately half of the mice; slow growing tumors in the other half exhibit significantly higher densities of CD4+ and CD8+ T cells expressing immunocompetence markers, and 5) deletion of either IFN R1 or PD-L1 does not provide the same level of immune protection as AhR deletion. The data definitively link IFN - mediated immunosuppression to the AhR and support the targeting of the AhR in the context of LUAD.",Mus musculus,GSE241978,2024/06/08,9.0,9.0,9.0,9.0,"This dataset directly addresses immunosuppression in lung carcinoma and explores factors regulating immune checkpoints, which are crucial for immunotherapy in lung cancer. The focus on PD-L1 and IDO in lung adenocarcinoma aligns very closely with the query, making it extremely relevant.","This dataset directly investigates the immunosuppressive mechanisms in lung carcinoma, particularly focusing on non-small cell lung cancer (NSCLC). It explores the role of immune checkpoints, which are crucial in immunotherapy, making it highly relevant to the query about immunotherapies for lung cancer.","This dataset directly addresses immunosuppression in lung carcinoma and explores the role of immune checkpoints, which is highly relevant to lung cancer immunotherapy. The use of lung adenocarcinoma models and the focus on PD-L1 and IDO1 makes this dataset extremely relevant to the research query."
444,200233098,STAT3 inhibition permits epigenetic reprogramming and TLR9/IRF8-driven differentiation of inv(16) acute myeloid leukemia [scRNA-seq],"Cultured acute myeloid leukemia (AML) blasts can differentiate into antigen-presenting cells but achieving leukemic cell immunogenicity proved challenging in clinical setting. Despite expressing multiple immunostimulatory receptors, such as Toll-like Receptor 9 (TLR9), AML cells resist immunostimulation. We previously demonstrated that eliminating Signal Transducer and Activator of Transcription 1 and 3 (STAT1/3) signaling in AML cells using decoy DNA strategy (CpG-STAT3dODN) synergized with TLR9 stimulation and resulted in T cell-mediated leukemia regression. Here, we interrogated the molecular underpinnings of CpG-STAT3dODN-driven differentiation and immunogenicity of mouse Cbfb/MYH11/Mpl AML. The transcriptional profiling of AML cells isolated from mice after inducible Stat3 silencing plus TLR9 stimulation or CpG-STAT3dODN treatment, revealed comparable upregulation of genes related to myeloid cell differentiation (Irf8, Cebpa) and immune stimulation (Gadd45a, Ciita, Il12a, Ifng) but decreased expression of leukemia-promoting Runx1 and Run1t1. The conditional Irf8 silencing in AML cells almost completely abrogated TLR9-driven leukemia cell differentiation. The AML cell reprogramming by CpG-STAT3dODN was likely regulated epigenetically as revealed by reduced global promoter hypomethylation of crucial myeloid cell differentiation and immune activation genes. These changes were associated with reduced expression of known STAT3 targets, DNMT1 and DNMT3a/b. Finally, we provide initial evidence of anti-leukemic effects of CpG-STAT3 inhibitor against human AML model in humanized mice. Our studies suggest that, beyond oncogenic functions, STAT3 in AML cells may be a primary checkpoint in control of immune-stimulatory and differentiation driving effects. These findings support further development of CpG-STAT3 inhibitors as a new bi-functional agents for AML immunotherapy.",Mus musculus,GSE233098,2024/07/23,2.3,3.0,2.0,2.0,"This dataset focuses on acute myeloid leukemia and its immunogenicity, which is somewhat related to immunotherapy but does not pertain to lung cancer specifically. The relevance is limited due to the lack of direct connection to lung cancer.","This dataset focuses on acute myeloid leukemia (AML) and its immunogenicity, which is not directly related to lung cancer or its immunotherapy. The relevance is limited as it does not address lung cancer specifically.","This dataset focuses on acute myeloid leukemia and its immunogenicity, which is not directly related to lung cancer. While it discusses T cell-mediated effects, the primary focus on AML limits its relevance to lung cancer immunotherapy."
445,200272311,Hyperglycemia-independent neonatal streptozotocin-induced retinopathy (NSIR) in rats,"Chemicals, such as MNU (N-methyl-N-nitrosourea) and NaIO3 (sodium iodate), are widely used to induce retinal degeneration in rodents. Streptozotocin (STZ) is an analog of N-acetyl glucosamine in which an MNU moiety is linked to a hexose and has a special toxic effect on insulin-producing pancreatic β-cells. It is commonly used to induce hyperglycemia to model diabetes. While intracerebroventricular injection of STZ can produce Alzheimer's disease independent of hyperglycemia, most retinal studies using STZ focus on the effects of hyperglycemia on the retina, but whether STZ has any impact on retinal cells independent of hyperglycemia is unknown. We aimed to investigate the role of cytotoxicity of STZ in rat retina. Intravitreal (5ug or 10ug) or subcutaneous (30mg/kg) injection of STZ at the early stage of newborn rats couldn’t induce hyperglycemia but caused NSIR (neonatal STZ-induced retinopathy), including reduced ERG amplitudes, retinal rosettes and apoptosis, cell cycle arrest, microglial activation, and delayed retinal angiogenesis. STZ did not affect the early-born retinal cell types but significantly reduced the late-born ones. Short-term and long-term hyperglycemia had no significant effects on the NSIR phenotypes. RNA sequencing revealed that STZ induces oxidative stress and activates the p53 pathway of retinal cells. Locally or systemically, STZ injection after P8 couldn’t induce NSIR when all retinal progenitors exit the cell cycle. Thus, NSIR in rats is independent of hyperglycemia but due to STZ’s direct cytotoxic effects on retinal progenitor cells. NSIR is a typical reaction to STZ-induced retinal oxidative stress and DNA damage. This significant finding suggests that NSIR may be a valuable model for studying retinal progenitor DNA damage-related diseases, potentially leading to new insights and treatments.",Rattus norvegicus,GSE272311,2024/07/16,1.0,1.0,1.0,1.0,This dataset investigates retinopathy in rats and does not relate to lung cancer or immunotherapy. The biological concepts explored are completely unrelated to the query.,This dataset focuses on retinal degeneration in rats and does not relate to lung cancer or immunotherapy. The biological concepts involved are not relevant to the query.,This dataset studies retinal degeneration in rats and does not relate to lung cancer or immunotherapy. The biological concepts do not align with the research query.
446,200245242,CRISPR activation screens identify the SWI-SNF ATPases as suppressors of ferroptosis [NGS3789_snRNA],"Ferroptosis is an iron-dependent cell death mechanism characterized by an accumulation of toxic lipid peroxides and membrane rupture. The glutathione dependent enzyme, GPX4 (glutathione peroxidase 4), prevents ferroptosis by reducing these lipid peroxides into non-toxic lipid alcohols. Ferroptosis induction by GPX4 inhibition has emerged as a vulnerability of cancer cells, thus highlighting the need to identify ferroptosis regulators that may be exploited therapeutically. Through genome-wide screens and a series of genetic, genomic, and quantitative imaging approaches, we identify the SWI-SNF ATPases BRM and BRG1 as ferroptosis suppressors. Mechanistically, they directly bind to and catalytically increase chromatin accessibility at NRF2 target loci, thus boosting NRF2 transcriptional output. This primes cells to counter lipid peroxidation and confers resistance to GPX4 inhibition and ferroptosis. Importantly, we demonstrate that the BRM/BRG1-ferroptosis connection can be leveraged to enhance the paralog dependency of BRG1-mutant lung cancer cells on BRM, especially in lines that are less sensitive to BRM inhibition or degradation. Our data reveal ferroptosis induction as a potential avenue for broadening the efficacy of BRM degraders/inhibitors and define a specific genetic context for exploiting GPX4 dependency.",Homo sapiens,GSE245242,2024/07/01,4.3,5.0,4.0,4.0,"This dataset identifies ferroptosis suppressors in cancer cells, which could have implications for cancer therapy. However, it does not specifically focus on lung cancer or immunotherapy, limiting its direct relevance to the query.","This dataset discusses ferroptosis in cancer cells, including lung cancer cells. While it touches on cancer treatment strategies, it does not directly focus on immunotherapy for lung cancer, limiting its relevance.","This dataset identifies ferroptosis regulators in cancer cells, which may have implications for lung cancer treatment. However, it does not specifically address lung cancer or immunotherapy, leading to moderate relevance."
447,200268196,IL-10 suppresses T cell expansion while promoting tissue-resident memory cell formation during SARS-CoV-2 infection in rhesus macaques,"SARS-CoV-2 infection leads to vastly divergent and heterogeneous clinical outcomes ranging from asymptomatic to fatal disease. Co-morbidities, sex, age, and host genetics together with vaccine status are known to affect disease severity. However, how the inflammatory milieu of the lung at the time of SARS-CoV-2 infection impacts control of the virus remains less well understood. Here, we identify key innate immune pathways required to limit viral replication, including the pro-inflammatory cytokine TNFα. Moreover, we demonstrate here that recent immune events in the lung proximal to the time of SARS-CoV-2 exposure can drastically impact viral control. A diverse set of pulmonary inflammatory stimuli, ranging from prior resolved respiratory infections of S. aureus or influenza, ongoing M. tuberculosis infection, or ovalbumin/alum-induced asthma to administration of defined TLR ligands and recombinant cytokines, resulted in an antiviral state that potently limited SARS-CoV-2 replication. In addition to type I interferons, the broadly inducible inflammatory cytokines TNFα and IL-1 very effectively conditioned the lung for enhanced viral control. Collectively, our work reveals that SARS-CoV-2 may benefit from an immunologically quiescent lung microenvironment and indicates that the recent and momentary pulmonary inflammatory tone during SARS-CoV-2 exposure may contribute to the population-wide variability in COVID-19 disease outcomes.",Macaca mulatta; Macaca fascicularis,GSE268196,2024/05/30,2.0,2.0,2.0,2.0,"This dataset examines T cell responses during SARS-CoV-2 infection, which is not directly related to lung cancer or immunotherapy. The focus on T cells is relevant but lacks a connection to lung cancer.","This dataset examines T cell responses during SARS-CoV-2 infection in macaques, which is not directly related to lung cancer or its immunotherapy. The focus on viral infection limits its relevance to the query.","This dataset focuses on SARS-CoV-2 infection and immune responses in macaques, which is not directly related to lung cancer or immunotherapy. The relevance to lung cancer is minimal."
448,200242052,NR4a1/2 deletion promotes accumulation of TCF1+ stem-like precursors of exhausted CD8+ T cells in the tumor microenvironment [scATAC-seq],"Cytotoxic T cells (CTLs) play a crucial role in the elimination of cancer cells. However, within the intra-tumor microenvironment, these cells eventually undergo cell death or enter a state of dysfunction known as ""exhaustion"". T cell exhaustion not only impairs the efficacy of tumor immunity but also contributes to resistance against immune-checkpoint inhibitors. Our previous investigations have demonstrated that the NR4a family of nuclear receptors, induced by chronic TCR stimulation, plays a pivotal role in driving exhaustion. These receptors enhance the transcription of inhibitory molecules, such as PD1, while suppressing the expression of functional molecules, including cytokines. However, it remains unclear at which stage of T cell differentiation NR4a exerts its influence and whether the loss of NR4a can ""rejuvenate"" T cell fate. In the present study, we confirmed that simultaneous deletion of NR4a1 and NR4a2 in CD8+ T cells led to a less exhausted phenotype characterized by reduced expression of PD1, Tim3, and Tox, as well as increased oxidative phosphorylation (OXPHOS) and glycolysis activities, resulting in potent suppression of tumor growth. Interestingly, the transfer of activated NR4a1-/-NR4a2-/-CD8+ T cells into tumor-bearing mice gave rise to TCF1+ (Tcf7+) early memory T cells. Wild-type PD1+TIM3+CD8+ tumor-infiltrating lymphocytes (TILs) diminished in the secondary transfer to tumor-bearing mice, while NR4a-deficient CD8+ TILs expanded even during the secondary transfer, indicating a strong stemness of memory T cells due to NR4a loss. We discovered that NR4a directly repressed the expression of Tcf7 by binding to the enhancer region of the Tcf7 gene. Collectively, these findings indicate that inhibiting NR4a in tumors represents a potent strategy for immuno-oncotherapy by enhancing stemness and reducing exhaustion of memory T cells.",Mus musculus,GSE242052,2024/02/02,6.0,6.0,5.0,7.0,"This dataset explores T cell exhaustion in the tumor microenvironment, which is relevant to immunotherapy. However, it does not specifically mention lung cancer, which reduces its direct applicability to the query.","This dataset investigates T cell exhaustion in the tumor microenvironment, which is relevant to immunotherapy. However, it does not specifically address lung cancer, making it moderately relevant.","This dataset explores T cell exhaustion and its implications for tumor immunity, which is relevant to immunotherapy. While it does not focus exclusively on lung cancer, the findings could be applicable to lung cancer immunotherapy."
449,200263259,Releasing the mitochondrial respiration brake MCJ/DnaJC15 enhances CD8 CAR-T cell therapy efficacy,"Metabolism of chimeric antigen receptor (CAR) T cells is emerging as an important area to improve CAR-T cell therapy in cancer treatment. Mitochondrial respiration is essential for survival and function of CAR-T cells, but developing strategies to specifically enhance mitochondrial respiration has been challenging. Here we identify MCJ/DnaJC15, an endogenous negative regulator of mitochondrial Complex I, as a metabolic target to enhance mitochondrial respiration in CD8 CAR-T cells. Loss of MCJ in CD8 CAR-T cells increases their in vitro and in vivo efficacy against mouse B cell leukemias. MCJ deficiency in TCR- specific CD8 cells also increases their efficacy against solid tumors in vivo. Furthermore, we reveal that human CD8 cells express MCJ and that silencing MCJ expression increases mitochondrial metabolism and anti-tumor activity of human CAR-T cells. Thus, we demonstrate the unique therapeutic potential of targeting MCJ to enhance the metabolism and efficacy of adoptive T cell therapies.",Mus musculus,GSE263259,2024/05/02,5.7,5.0,6.0,6.0,"This dataset investigates metabolic enhancement in CAR-T cells, which is relevant to immunotherapy. However, it does not specifically address lung cancer, limiting its direct relevance.","This dataset explores metabolic enhancements in CD8 CAR-T cells, which is relevant to improving CAR-T cell therapy efficacy. While it does not focus on lung cancer specifically, the methodologies could be applicable to lung cancer immunotherapy.","This dataset investigates metabolic enhancements in CAR-T cells, which is relevant to immunotherapy. While it does not specifically focus on lung cancer, the findings may have implications for improving CAR-T cell therapies in cancer treatment."
450,200233236,Pan-Cancer Single-Cell Dissection Reveals Phenotypically Distinct B Cell Subtypes,"Characterizing the compositional and phenotypic characteristics of tumor-infiltrating B cells (TIBs) is important for advancing our understanding of their role in cancer development. Here, we established a comprehensive resource of human B cells by integrating single-cell RNA-sequencing data of B cells from 649 patients across 19 major cancer types. We demonstrated substantial heterogeneity in their total abundance and subtype compositions and observed IgG-skewness of antibody-secreting cell isotypes. Moreover, we identified stress-response memory B cells and tumor-associated atypical B cells (TAABs), two tumor-enriched subpopulations shared in a pan-cancer manner and with prognostic potential. In particular, TAABs, characterized by a high clonal expansion level and proliferative capacity, as well as close interactions with activated CD4 T cells in tumors, are predictive of immunotherapy response. Our integrative resource depicts distinct clinically relevant TIB subsets, laying a foundation for further exploration of functional commonality and diversity of B cells in cancer.",Homo sapiens,GSE233236,2024/07/11,4.0,4.0,,,"This dataset characterizes tumor-infiltrating B cells, which may have implications for cancer immunotherapy. However, it does not specifically focus on lung cancer, making its relevance moderate.",,
451,200235391,Monoclonal antibodies targeting PCDH7 inhibit tumor growth and enhance targeted therapy response in non-small cell lung cancer,"We identified a critical oncogenic role for Protocadherin 7 (PCDH7), a cell surface protein and member of the Cadherin superfamily in NSCLC. PCDH7 is frequently overexpressed in lung adenocarcinoma (LUAD) and associates with poor clinical outcome. Depletion of Pcdh7 reduces lung tumor burden and prolongs survival in mouse models of high-grade NSCLC, demonstrating that this protein is an actionable therapeutic target. Here we report the development and characterization of high affinity anti-PCDH7 monoclonal antibodies (mAbs) that inhibit downstream MAPK pathway activation and suppress tumor growth in multiple mouse models, including KRAS- and EGFR-mutant models. A lead mAb (mAb7) sensitized tumors to the FDA-approved MEK inhibitor trametinib. Moreover, the humanized mAb7-IgG1 exhibited antibody dependent cellular cytotoxicity (ADCC) and Fc-mediated immune effector killing of tumor cells in vivo. These findings provide an important step towards the clinical development of PCDH7-targeting antibodies for the treatment of NSCLC and other tumor types with high PCDH7 expression.",Homo sapiens,GSE235391,2024/07/01,10.0,10.0,,,"This dataset directly targets PCDH7 in non-small cell lung cancer, demonstrating its oncogenic role and potential as a therapeutic target. The focus on lung cancer and targeted therapy aligns perfectly with the query, making it perfectly relevant.",,
452,200270904,Targeting Immune-Fibroblast Crosstalk in Myocardial Infarction and Cardiac Fibrosis V,"Inflammation and tissue fibrosis co-exist and are causally linked to organ dysfunction. However, the molecular mechanisms driving immune-fibroblast crosstalk in human cardiac disease remains unexplored, and there are currently no approved treatments that directly target cardiac fibrosis. Here, we performed multi-omic single-cell gene expression, epitope mapping, and chromatin accessibility profiling in 45 donors, acutely infarcted, and chronically failing human hearts. We identified a disease-associated fibroblast trajectory marked by cell surface expression of fibroblast activator protein (FAP), which diverged into distinct myofibroblasts and pro-fibrotic fibroblast populations, the latter resembling matrifibrocytes. We lineage traced FAP fibroblasts in vivo and showed that they contribute to the POSTN lineage but not the myofibroblast lineage. We assessed the applicability of experimental systems to model tissue fibrosis and demonstrated that 3 different in vivo mouse models of cardiac injury were superior compared to cultured human heart and dermal fibroblasts in recapitulating the human disease phenotype. Ligand-receptor analysis and spatial transcriptomics predicted that interactions between C-C chemokine receptor type 2 (CCR2) macrophages and fibroblasts mediated by interleukin 1 beta (IL-1β) signaling drove the emergence of pro-fibrotic fibroblasts within spatially defined niches. In vivo, we deleted the IL-1 receptor on fibroblasts, the IL-1β ligand in CCR2 monocytes and macrophages, and inhibited IL-1β signaling using a monoclonal antibody and showed fewer pro-fibrotic fibroblasts, decreased cardiac fibrosis, and improved cardiac function. Herein, we characterize fibroblast lineage diversification in the failing heart and showed a subset of macrophages signal to fibroblasts via IL-1β and rewire their gene regulatory network and differentiation trajectory towards a pro-fibrotic fibroblast phenotype. These findings highlight the broader therapeutic potential of targeting inflammation to treat tissue fibrosis and preserve organ function.",Mus musculus,GSE270904,2024/07/01,1.0,1.0,1.0,,This dataset focuses on cardiac fibrosis and does not relate to lung cancer or immunotherapy. The biological concepts explored are completely unrelated to the query.,This dataset focuses on cardiac fibrosis and does not relate to lung cancer or immunotherapy. The biological concepts involved are not relevant to the query.,
453,200266190,UBXN3B Is Crucial for B Lymphopoiesis [scRNA-seq],"Hematopoiesis is finely regulated to enable timely production of the right numbers and types of immune cells. Herein, we report the crucial function of UBXN3B in B lymphopoiesis. In the inducible global knockout and B cell-specific Ubxn3b knockout model, the terminal B cell number is reduced by > 90% in both Ubxn3b-/- mouse models. Transfer of wildtype bone marrows to irradiated global Ubxn3b-/- restores the B population, while reverse transplantation fails to do so. The deficiency begins from the precursor stage. The B population drops rapidly with significant apoptosis, presents a much higher level of pro-caspase-3 protein following induction of Ubxn3b knockout. RNA-sequencing reveals significantly suppressed cell cycle genes while upregulated TP53 signaling in Ubxn3b-/- B cells. Ubxn3b-/- mice are highly vulnerable to respiratory viruses, with increased lung viral loads and immunopathology, reduced B population and virus-specific IgM/IgG. This study reveals a cell-intrinsic essential role of UBXN3B in B cell survival and UBXN3B as a potential therapeutic target for B-cell related diseases.",Mus musculus,GSE266190,2024/05/31,2.5,2.0,3.0,,"This dataset investigates B lymphopoiesis, which is not directly related to lung cancer or immunotherapy. The relevance is low due to the lack of connection to the query.","This dataset discusses B lymphopoiesis and immune responses, but it does not specifically address lung cancer or its immunotherapy. The relevance is limited due to the lack of direct connection to lung cancer.",
454,200232365,Sodium chloride in the tumor microenvironment enhances T cell metabolic fitness and tumor killing,"To gain mechanistic insight into the effect of NaCl on CD8+ T cells, we explored the specific impact of NaCl on the bulk transcriptome of human memory CD8+ T cells.",Homo sapiens,GSE232365,2024/06/21,2.3,2.0,2.0,3.0,"This dataset explores the effects of sodium chloride on T cells, which is not directly related to lung cancer or immunotherapy. The relevance is low due to the lack of connection to the query.","This dataset investigates the effects of sodium chloride on T cell metabolism, which is somewhat relevant to T cell function in cancer. However, it does not specifically address lung cancer or immunotherapy.","This dataset examines the effects of sodium chloride on T cell metabolism, which is somewhat relevant to immunotherapy. However, it does not specifically address lung cancer, limiting its overall relevance."
455,200259273,Therapeutic targeting ERRγ suppresses metastasis via extracellular matrix remodeling in small cell lung cancer,This SuperSeries is composed of the SubSeries listed below.,Homo sapiens,GSE259273,2024/05/17,5.7,5.0,4.0,8.0,"This dataset discusses targeting ERRγ in small cell lung cancer, which is relevant to lung cancer treatment. However, it does not specifically focus on immunotherapy, limiting its direct relevance.","This dataset discusses targeting ERRγ in small cell lung cancer, which is relevant to lung cancer treatment. However, it does not focus on immunotherapy specifically, limiting its relevance.","This dataset focuses on targeting ERRγ in small cell lung cancer, which is directly relevant to lung cancer treatment. The implications for metastasis and extracellular matrix remodeling align well with the research query."
456,200246743,MBNL1 regulates programmed postnatal switching between regenerative and differentiated cardiac states [ActD RNA-seq],"Background: Discovering determinants of cardiomyocyte maturity will be critical to understanding the maintenance of differentiated states and potentially reawakening endogenous regenerative programs in adult mammalian hearts as a therapeutic strategy. Recent evidence has suggested that forced dedifferentiation paired with oncogene expression is sufficient to drive cardiac regeneration. However, elucidation of endogenous developmental determinants of the switch between regenerative and mature cardiomyocyte cell states is necessary for optimal design of regenerative approaches for heart disease. Muscleblind-like 1 (MBNL1) regulates both fibroblast and erythroid differentiation and proliferation. Hence, we examined whether MBNL1 promotes and maintains mature cardiomyocyte states while antagonizing cardiomyocyte proliferation. Methods: MBNL1 gain- and loss-of-function mouse models were studied at several developmental timepoints and in surgical models of heart regeneration. Multi-omics approaches were combined with biochemical, histological, and in vitro genetic work to determine the mechanisms through which MBNL1 exerts its effects. Results: MBNL1 is co-expressed with a maturation-association genetic program in the heart and is regulated by the MEIS1/Calcineurin signaling axis. Targeted MBNL1 overexpression early in development prematurely transitioned cardiomyocytes to hypertrophic growth, hypoplasia, and dysfunction, while loss of MBNL1 function increased cardiomyocyte cell cycle entry and proliferation through altered cell cycle inhibitor transcript stability. Moreover, MBNL1-dependent stabilization of estrogen-related receptor signaling was essential for maintaining cardiomyocyte maturity in adult myocytes. In accordance with these data, modulating MBNL1 dose tuned the temporal window of neonatal cardiac regeneration, where increased MBNL1 expression arrested myocyte proliferation and regeneration, and MBNL1 deletion promoted regenerative states with prolonged myocyte proliferation. However, MBNL1 deletion was not sufficient to promote regeneration in the adult heart due to cell-cycle checkpoint activation. Conclusions: Here, MBNL1 was identified as an essential regulator of cardiomyocyte differentiated states, their developmental switch from hyperplastic to hypertrophic growth, and their regenerative potential through controlling an entire maturation program by stabilizing adult myocyte mRNAs during postnatal development and throughout adulthood. Additionally, MBNL1-dependent perturbations of a myocyte’s preferred growth mechanism at a given developmental state had detrimental consequences to cardiac function, and targeting loss of maturity and removing cell cycle inhibitors was not insufficient to promote adult regeneration.",Mus musculus,GSE246743,2024/03/07,1.0,1.0,1.0,1.0,This dataset focuses on cardiac states and does not relate to lung cancer or immunotherapy. The biological concepts explored are completely unrelated to the query.,This dataset focuses on cardiac states and does not relate to lung cancer or immunotherapy. The biological concepts involved are not relevant to the query.,This dataset investigates cardiac states and does not relate to lung cancer or immunotherapy. The biological concepts do not align with the research query.
457,200249157,Epigenetic Rewiring of Metastatic Cancer to the Brain: Focus on Lung and Colon Cancers,"Genome wide DNA methylation profiling of brain metastasis from colorectal and lung cancer. The Illumina Infinium MethylationEPIC was used to obtain DNA methylation profiles across approximately 850,000 CpGs in brain metastasis samples. Samples included 1 breast ductal invasive carcinoma, 4 colon adenocarcinoma, 1 melanoma, 1 multiple mieloma, 7 non small cell lung cancer adenocarcinoma, 3 non small cell lung cancer G3, 4 non small cell lung cancer SCC, 1 prostate cancer adenocarcinoma and 1 serous carcinoma.",Homo sapiens,GSE249157,2023/12/17,8.0,8.0,8.0,8.0,"This dataset investigates DNA methylation in brain metastasis from lung cancer, which is relevant to understanding lung cancer progression. While it does not directly address immunotherapy, the connection to lung cancer makes it very highly relevant.","This dataset examines epigenetic changes in lung cancer metastasis, which is highly relevant to understanding lung cancer biology. While it does not focus on immunotherapy specifically, the insights could inform therapeutic strategies.","This dataset examines DNA methylation in brain metastasis from lung cancer, making it highly relevant to lung cancer research. The focus on epigenetic changes in lung cancer aligns well with the query."
458,200254335,Molecular mechanisms underlying the modulation of T-cell proliferation and cytotoxicity by immobilized CCL21 and ICAM1,"A major challenge in adoptive cancer immunotherapy is the effective balance between the proliferation and cytotoxic capacity of the effector CD8+ T-cells. In this study we explored the molecular mechanisms whereby a “synthetic immune niche” (SIN), composed of immobilized CCL21 and ICAM1, modulates the interplay between these two cellular properties. Temporal phenotypic profiling of OVA-specific murine T-cells revealed major differences in the response to the SIN stimulation following antigen-specific and non-specific activation. Thus, SIN treatment enhanced both the expansion and cytotoxicity of cells activated by OVA-loaded DCs, at day 4, while, similar treatment of cells activated by anti CD3/CD28-conjugated beads dramatically enhanced the cells’ expansion, but unexpectedly blocked their cytotoxicity, which fully recovered only on day 7. Molecular profiling suggest that upregulation of cytotoxic gene signatures drive the SIN effect following DC activation, while down-regulation of exhaustion and pro-apoptotic genes optimize the proliferation-cytotoxicity balance in the beads-activated cells.",Mus musculus,GSE254335,2024/06/28,6.3,6.0,7.0,6.0,"This dataset explores T-cell modulation in cancer immunotherapy, which is relevant to the query. However, it does not specifically mention lung cancer, which reduces its direct applicability.","This dataset explores mechanisms of T-cell modulation, which is relevant to immunotherapy. Although it does not focus on lung cancer specifically, the findings could be applicable to lung cancer immunotherapy.","This dataset explores T-cell modulation in cancer immunotherapy, which is relevant to the research query. Although it does not specifically focus on lung cancer, the findings could be applicable to lung cancer immunotherapy."
459,200273053,The rRNA epitranscriptome and myonuclear SNORD landscape in skeletal muscle fibers contributes to ribosome heterogeneity and is altered by hypertrophic stimulus,"In cell biology, ribosomal RNA (rRNA) 2'O-methyl (2'-O-Me) is the most prevalent post-transcriptional chemical modification contributing to ribosome heterogeneity. The modification involves a family of small nucleolar RNAs (snoRNAs) and is specified by box C/D snoRNAs (SNORDs). Given the importance of ribosome biogenesis for skeletal muscle growth, we asked if rRNA 2'-O-Me in nascent ribosomes synthesized in response to a growth stimulus is an unrecognized mode of ribosome heterogeneity in muscle. To determine the pattern and dynamics of 2'-O-Me rRNA, we used a sequencing-based profiling method called RiboMeth-seq. We applied this method to tissue-derived rRNA of skeletal muscle and rRNA specifically from the muscle fiber using an inducible myofiber-specific RiboTag mouse in sedentary and mechanically overloaded conditions. These analyses were complemented by myonuclear-specific small RNA sequencing to profile SNORDs and link the rRNA epitranscriptome to known regulatory elements generated within the muscle fiber. We demonstrate for the first time that mechanical overload of skeletal muscle 1) induces decreased 2'-O-Me at a subset of skeletal muscle rRNAand 2) alters the SNORD profile in isolated myonuclei. These findings point to a transient diversification of the ribosome pool via 2'-O-Me during growth and adaptation in skeletal muscle. These findings suggest changes in ribosome heterogeneity at the 2'-O-Me level during muscle hypertrophy and lay the foundation for studies investigating the functional implications of these newly identified ""growth-induced"" ribosomes.",Mus musculus,GSE273053,2024/07/24,1.0,1.0,1.0,1.0,"This dataset focuses on skeletal muscle fibers and ribosome heterogeneity, which does not relate to lung cancer or immunotherapy. The biological concepts explored are completely unrelated to the query.",This dataset focuses on skeletal muscle fibers and does not relate to lung cancer or immunotherapy. The biological concepts involved are not relevant to the query.,"This dataset focuses on skeletal muscle fibers and ribosome heterogeneity, which is not related to lung cancer or immunotherapy. The biological concepts do not align with the research query."
